ALogP,nHBAcc,LipinskiFailures,Label
0.0,0.0,1.0,0
0.2167,2.0,0.0,0
0.6137999999999999,0.0,1.0,0
-1.1802999999999984,1.0,0.0,0
0.5277000000000007,2.0,0.0,0
1.9844000000000004,2.0,0.0,0
-0.7499,2.0,0.0,0
-1.4998,2.0,0.0,0
-0.7499,2.0,0.0,0
1.9259999999999995,0.0,1.0,0
1.4886,0.0,0.0,0
-0.7461000000000011,0.0,0.0,0
1.0282999999999998,0.0,0.0,0
-0.5226000000000004,2.0,0.0,0
1.9622000000000008,0.0,0.0,0
-0.2526000000000004,3.0,1.0,0
-3.641400000000002,0.0,2.0,0
0.8103999999999992,5.0,0.0,0
2.1573,0.0,0.0,0
-0.4256,1.0,0.0,0
2.5169,0.0,0.0,0
2.654299999999999,4.0,0.0,0
-0.4795999999999999,4.0,0.0,0
8.7339,0.0,1.0,0
-2.7094000000000014,2.0,0.0,0
1.8982000000000003,0.0,0.0,0
-2.7036,13.0,1.0,0
-0.0518000000000001,0.0,0.0,0
-1.4998,2.0,0.0,0
0.6420000000000001,0.0,1.0,0
1.3022999999999998,2.0,0.0,0
-2.9363999999999995,4.0,2.0,0
-0.6669,0.0,1.0,0
-0.4021000000000003,5.0,0.0,0
2.5992,0.0,0.0,0
4.285499999999998,4.0,1.0,0
0.4752000000000004,3.0,0.0,0
-0.5995999999999999,7.0,1.0,0
1.2226999999999997,0.0,0.0,0
-4.115399999999999,23.0,3.0,0
1.9122,2.0,0.0,0
1.6538999999999997,6.0,0.0,0
1.1804,0.0,0.0,0
-0.2151000000000003,2.0,0.0,0
0.7529000000000001,9.0,1.0,0
1.5561000000000011,4.0,1.0,0
-1.5260999999999998,1.0,0.0,0
1.4701999999999993,4.0,1.0,0
-1.3682999999999996,6.0,0.0,0
1.8981,4.0,0.0,0
0.0224999999999994,4.0,0.0,0
1.3548999999999982,4.0,1.0,0
0.3689999999999995,4.0,0.0,0
-0.7988000000000003,7.0,0.0,0
2.18,4.0,0.0,0
-0.0328000000000004,6.0,0.0,0
0.2242000000000002,3.0,0.0,0
0.7736999999999992,11.0,2.0,0
3.6936999999999993,2.0,0.0,0
-0.8745999999999999,4.0,1.0,0
0.5349000000000003,4.0,0.0,0
-0.4367999999999994,5.0,0.0,0
0.7136999999999996,2.0,1.0,0
0.4639999999999999,7.0,0.0,0
0.4516000000000003,2.0,1.0,0
2.4146,1.0,0.0,0
0.5814999999999995,4.0,0.0,0
0.9086,2.0,1.0,0
1.3517000000000003,2.0,1.0,0
-0.0532999999999991,4.0,0.0,0
1.9952,2.0,0.0,0
-0.3018999999999985,2.0,0.0,0
1.602,8.0,0.0,0
1.9612000000000005,2.0,1.0,0
1.3849999999999996,0.0,0.0,0
2.810499999999998,4.0,1.0,0
1.6650999999999998,2.0,0.0,0
1.8627,3.0,0.0,0
-0.8839999999999999,4.0,0.0,0
0.9525,4.0,0.0,0
1.96,2.0,0.0,0
4.4591,3.0,1.0,0
1.7192999999999992,3.0,1.0,0
-1.1771999999999998,5.0,0.0,0
1.8533,2.0,1.0,0
-0.1135000000000002,3.0,2.0,0
0.4006999999999996,4.0,0.0,0
-0.0947000000000001,2.0,1.0,0
2.1021999999999976,4.0,0.0,0
-0.3509999999999996,5.0,0.0,0
1.5119000000000002,2.0,0.0,0
0.0182999999999997,2.0,0.0,0
2.5296999999999983,2.0,0.0,0
-0.2299000000000001,2.0,0.0,0
2.276799999999996,3.0,2.0,0
-1.0742000000000007,3.0,1.0,0
1.2262000000000008,3.0,0.0,0
0.4378000000000001,3.0,0.0,0
-1.5741,1.0,0.0,0
1.9064999999999968,2.0,1.0,0
1.2491999999999992,4.0,0.0,0
2.1989999999999994,3.0,1.0,0
0.8866000000000003,2.0,0.0,0
1.4886,4.0,1.0,0
0.1077999999999997,0.0,0.0,0
-0.0163000000000001,3.0,0.0,0
1.0958,2.0,0.0,0
0.8927999999999997,1.0,0.0,0
-0.0065000000000001,2.0,0.0,0
1.7435000000000016,5.0,1.0,0
1.0414000000000003,4.0,0.0,0
1.3988,1.0,0.0,0
0.1817,0.0,0.0,0
-0.1396,2.0,0.0,0
1.0835999999999992,5.0,0.0,0
2.3399,2.0,0.0,0
1.822,1.0,0.0,0
0.2714000000000001,2.0,0.0,0
3.011,0.0,0.0,0
3.4978,0.0,0.0,0
-2.499600000000001,4.0,2.0,0
1.8614000000000008,0.0,0.0,0
3.5488,0.0,1.0,0
-0.0063999999999999,0.0,0.0,0
-1.2914,4.0,0.0,0
-0.205,2.0,0.0,0
0.7186000000000005,1.0,0.0,0
0.2839999999999999,0.0,0.0,0
0.6364000000000001,1.0,0.0,0
0.7386999999999999,1.0,0.0,0
0.2946000000000003,2.0,0.0,0
1.3202000000000005,0.0,0.0,0
-0.5636000000000001,0.0,0.0,0
1.4044,0.0,0.0,0
-1.2589,0.0,1.0,0
0.4285,0.0,0.0,0
-0.2157999999999996,2.0,0.0,0
-0.1597,1.0,0.0,0
2.3624,2.0,0.0,0
-0.4204,1.0,1.0,0
-0.5512999999999998,1.0,0.0,0
0.9113999999999998,2.0,0.0,0
1.4656999999999991,0.0,0.0,0
1.2840000000000005,0.0,1.0,0
-0.8338,4.0,0.0,0
0.6420000000000001,0.0,1.0,0
0.0693999999999999,2.0,0.0,0
2.157800000000001,0.0,0.0,0
0.926,0.0,0.0,0
1.4886,0.0,1.0,0
1.0282999999999998,0.0,0.0,0
0.4304000000000001,0.0,1.0,0
-0.5031999999999992,0.0,1.0,0
-2.6832000000000003,0.0,0.0,0
0.3845000000000001,5.0,0.0,0
-1.1781,5.0,0.0,0
1.9247,0.0,0.0,0
2.1811,0.0,0.0,0
-0.0987,1.0,1.0,0
0.9817999999999986,1.0,0.0,0
0.9231,4.0,0.0,0
-0.6105000000000006,3.0,0.0,0
2.552,2.0,0.0,0
1.0107000000000017,3.0,0.0,0
1.5233,1.0,0.0,0
1.2712000000000006,4.0,0.0,0
1.4198999999999995,5.0,0.0,0
3.012799999999999,2.0,0.0,0
1.7811,4.0,0.0,0
-0.3739999999999996,4.0,0.0,0
0.8531000000000002,2.0,0.0,0
1.1886,3.0,0.0,0
3.0128999999999984,3.0,1.0,0
-0.2397999999999999,2.0,0.0,0
0.0,1.0,0.0,0
1.9931,2.0,0.0,0
2.983,0.0,0.0,0
2.7863,0.0,0.0,0
1.9555,0.0,0.0,0
1.0282999999999998,0.0,0.0,0
1.3021000000000005,0.0,0.0,0
0.0693999999999999,2.0,0.0,0
2.4947000000000004,0.0,0.0,0
1.0241999999999998,0.0,0.0,0
1.3021000000000005,0.0,0.0,0
-0.4603,0.0,0.0,0
0.8418000000000003,0.0,0.0,0
1.0282999999999998,0.0,0.0,0
1.9622000000000008,0.0,0.0,0
0.2177999999999996,1.0,0.0,0
-0.7499,1.0,0.0,0
0.0,0.0,1.0,0
2.0147000000000004,4.0,0.0,0
-2.4466,7.0,2.0,0
0.4285,0.0,0.0,0
1.483,1.0,0.0,0
1.483,1.0,0.0,0
1.721899999999999,6.0,0.0,0
-4.9821,1.0,2.0,0
-0.1363000000000003,5.0,0.0,0
0.8418000000000003,0.0,0.0,0
0.3068999999999999,0.0,1.0,0
2.1811,0.0,0.0,0
2.1717000000000004,4.0,0.0,0
1.3818999999999977,1.0,1.0,0
-0.6986000000000021,2.0,2.0,0
2.1811,0.0,0.0,0
-3.064700000000002,4.0,0.0,0
1.4954,3.0,0.0,0
1.276800000000001,4.0,0.0,0
0.9889,2.0,0.0,0
-0.6290000000000004,3.0,0.0,0
1.1969999999999996,2.0,0.0,0
1.9958999999999991,2.0,0.0,0
0.5216999999999998,3.0,0.0,0
-0.1673000000000004,2.0,0.0,0
2.7078,3.0,0.0,0
1.2655999999999998,5.0,0.0,0
2.109700000000001,6.0,1.0,0
0.8454999999999998,6.0,0.0,0
1.7237000000000005,5.0,0.0,0
-3.3054999999999994,6.0,0.0,0
2.1086,2.0,1.0,0
0.875299999999998,5.0,0.0,0
-2.5466,6.0,0.0,0
1.1947999999999983,1.0,1.0,0
1.607299999999998,4.0,0.0,0
-0.0434999999999997,5.0,0.0,0
-0.4516999999999986,6.0,0.0,0
-0.5749000000000007,2.0,1.0,0
