ALogP,LipinskiFailures,TopoPSA,Label
-1.1802999999999984,0.0,9.23,0
0.5277000000000007,0.0,40.46,0
1.9844000000000004,0.0,99.16,0
-0.7499,0.0,38.91,0
-1.4998,0.0,52.04,0
-0.7499,0.0,38.91,0
1.9259999999999995,1.0,0.0,0
1.4886,0.0,0.0,0
-0.7461000000000011,0.0,0.0,0
1.0282999999999998,0.0,20.23,0
-0.5226000000000004,0.0,20.31,0
1.9622000000000008,0.0,86.28,0
-0.2526000000000004,1.0,43.370000000000005,0
-3.641400000000002,2.0,0.0,0
0.8103999999999992,0.0,123.04000000000002,0
2.1573,0.0,0.0,0
-0.4256,0.0,44.02,0
2.5169,0.0,20.23,0
2.654299999999999,0.0,54.57000000000001,0
-0.4795999999999999,0.0,74.6,0
8.7339,1.0,9.23,0
-2.7094000000000014,0.0,56.150000000000006,0
1.8982000000000003,0.0,0.0,0
-2.7036,1.0,216.61999999999995,0
-0.0518000000000001,0.0,9.23,0
-1.4998,0.0,52.04,0
0.6420000000000001,1.0,0.0,0
1.3022999999999998,0.0,38.33,0
-2.9363999999999995,2.0,52.60000000000001,0
-0.6669,1.0,20.23,0
-0.4021000000000003,0.0,67.00999999999999,0
2.5992,0.0,0.0,0
4.285499999999998,1.0,54.57000000000001,0
0.4752000000000004,0.0,29.540000000000003,0
-0.5995999999999999,1.0,145.0,0
1.2226999999999997,0.0,0.0,0
-4.115399999999999,3.0,450.19,0
1.9122,0.0,115.52,0
1.6538999999999997,0.0,113.11,0
1.1804,0.0,18.46,0
-0.2151000000000003,0.0,40.46,0
0.7529000000000001,1.0,152.79999999999998,0
1.5561000000000011,1.0,46.92,0
-1.5260999999999998,0.0,3.24,0
1.4701999999999993,1.0,71.35,0
-1.3682999999999996,0.0,116.67000000000002,0
1.8981,0.0,50.94,0
0.0224999999999994,0.0,92.13,0
1.3548999999999982,1.0,49.41,0
0.3689999999999995,0.0,66.39999999999999,0
-0.7988000000000003,0.0,100.88,0
2.18,0.0,39.94,0
-0.0328000000000004,0.0,87.36999999999999,0
0.2242000000000002,0.0,37.81,0
0.7736999999999992,2.0,161.09,0
3.6936999999999993,0.0,110.96,0
-0.8745999999999999,1.0,66.39999999999999,0
0.5349000000000003,0.0,83.66,0
-0.4367999999999994,0.0,62.73,0
0.7136999999999996,1.0,69.48,0
0.4639999999999999,0.0,106.86,0
0.4516000000000003,1.0,59.92,0
2.4146,0.0,44.02,0
0.5814999999999995,0.0,65.3,0
0.9086,1.0,50.69,0
1.3517000000000003,1.0,95.62000000000002,0
-0.0532999999999991,0.0,158.06,0
1.9952,0.0,63.63,0
-0.3018999999999985,0.0,45.61,0
1.602,0.0,164.9,0
1.9612000000000005,1.0,35.53,0
